isbn13,title,authors,categories,thumbnail,yearPublished,averageRating
9780375757280,Ethan Frome & Summer,Edith Wharton,Fiction,http://books.google.com/books/content?id=v4xEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.86
9780375757990,The Basic Works of Aristotle,Aristotle,Philosophy,http://books.google.com/books/content?id=ykGPjLgScUEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.24
9780375758232,Paris to the Moon,Adam Gopnik,Biography & Autobiography,http://books.google.com/books/content?id=jSqtt5RuP6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.76
9780375758737,Comfort Me With Apples,Ruth Reichl,Biography & Autobiography,http://books.google.com/books/content?id=keNpY0wUmocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.03
9780375759147,Little Dorrit,Charles Dickens,Fiction,http://books.google.com/books/content?id=5NOm7uAbWIcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.98
9780375759314,Crossing to Safety,Wallace Stegner,Fiction,http://books.google.com/books/content?id=nLo4DFPtwHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.16
9780375759345,The Waste Land and Other Writings,Thomas Stearns Eliot,Poetry,http://books.google.com/books/content?id=Wat1mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.21
9780375759864,The Lost Painting,Jonathan Harr,Art,http://books.google.com/books/content?id=ij5yiGqIF68C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.72
9780375760136,Daniel Deronda,George Eliot,Fiction,http://books.google.com/books/content?id=uPiMxnLvZWEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1876,3.83
9780375760396,The Botany of Desire,Michael Pollan,Gardening,http://books.google.com/books/content?id=tsx9xvkhqEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.06
9780375760525,Paris 1919,Margaret MacMillan,History,http://books.google.com/books/content?id=5NYdwyI5acQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.07
9780375760648,War and Peace,graf Leo Tolstoy,Fiction,http://books.google.com/books/content?id=MNQK8uDk5F4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.11
9780375760815,Savage Beauty,Nancy Milford,Biography & Autobiography,http://books.google.com/books/content?id=kP_N1vyWS4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.01
9780375760846,The Survivor,John F. Harris,History,http://books.google.com/books/content?id=OBfYkABIj74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.01
9780375760945,The Truth About The Drug Companies,Marcia Angell,Medical,http://books.google.com/books/content?id=snVR0YW2yQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.94
9780375802430,Flap Your Wings,,Juvenile Fiction,http://books.google.com/books/content?id=yK46lkqpJ1cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.24
9780375806704,The Phantom Tollbooth,Norton Juster,Fantasy fiction,http://books.google.com/books/content?id=BZ2pPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.21
9780375812934,Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz;M. K. Brett-Surman,Juvenile Nonfiction,http://books.google.com/books/content?id=vW3hmLeu0L4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.08
9780375813689,The School Skeleton,Ron Roy,Juvenile Fiction,http://books.google.com/books/content?id=u8tvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
9780375813757,"Love, Stargirl",Jerry Spinelli,Juvenile Fiction,http://books.google.com/books/content?id=LxOPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.82
9780375814686,Terrier,Tamora Pierce,Juvenile Fiction,http://books.google.com/books/content?id=CGScKDN9KmIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.16
9780375822971,Big Dog ... Little Dog,,Juvenile Fiction,http://books.google.com/books/content?id=O8haAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.11
9780375823022,"Junie B., First Grader",Barbara Park,Juvenile Fiction,http://books.google.com/books/content?id=5tiyVWEjVPcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.03
9780375823787,Ancient Greece and the Olympics,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,http://books.google.com/books/content?id=5cPbWBdO8N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.06
9780375826887,Moose Master,George Edward Stanley,Juvenile Fiction,http://books.google.com/books/content?id=waWnqbKQBSkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.08
9780375826894,Code Word Kangaroo,George Edward Stanley,Juvenile Fiction,http://books.google.com/books/content?id=k_WF6trbVYAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.33
9780375827488,The Easter Rabbit's Parade,Lois Lenski,Juvenile Fiction,http://books.google.com/books/content?id=-GatmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,2.97
9780375828256,The People of Sparks,Jeanne DuPrau,Juvenile Fiction,http://books.google.com/books/content?id=dqkPWhBz73cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.66
9780375829635,Young Warriors,Tamora Pierce;Josepha Sherman,Juvenile Fiction,http://books.google.com/books/content?id=6EnZwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.91
9780375832208,Ancient Rome and Pompeii,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,http://books.google.com/books/content?id=QCSOlsXtnu0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.07
9780375832215,Tsunamis and Other Natural Disasters,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,http://books.google.com/books/content?id=fa_tZJwM8W4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.04
9780375835315,Nick and Norah's Infinite Playlist,Rachel Cohn;David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=VNh7KXvd5RwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.72
9780375836046,Toys Go Out,Emily Jenkins,Juvenile Fiction,http://books.google.com/books/content?id=EpdjRYENHLYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.93
9780375836572,The Realm of Possibility,David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=FXl4Nc1GnSQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.93
9780375839375,Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction,http://books.google.com/books/content?id=1DCQ-_PWKksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.18
9780375839566,Are We There Yet?,David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=PFJoGQwfuIAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.5
9780375844409,Naomi and Ely's No Kiss List,Rachel Cohn;David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=txd7S_UqtVIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.44
9780375846731,The Amber Spyglass,Philip Pullman,Juvenile Fiction,http://books.google.com/books/content?id=7EglAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.09
9780380004614,Ox,Piers Anthony,Fiction,,1976,3.43
9780380016365,Laura,Donald Zochert,Biography & Autobiography,http://books.google.com/books/content?id=jqaFlU8xeVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1977,4.11
9780380017799,Chaining the Lady,Piers Anthony,Fiction,,1978,3.64
9780380454501,A twist of Lennon,Cynthia Lennon,Biography & Autobiography,http://books.google.com/books/content?id=BIgcKi2YK44C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1980,3.84
9780380477128,Bethany's Sin,Robert R. McCammon,,,1984,3.57
9780380620005,Boy Who Turned Into a TV Set,Stephen Manes,Juvenile Fiction,http://books.google.com/books/content?id=7geB74r4AcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1983,4
9780380699179,100 Great Fantasy Short Short Stories,Isaac Asimov;Terry Carr,Fiction,,1985,3.95
9780380707638,Stephen Hawking's Universe,John Boslough,Biography & Autobiography,http://books.google.com/books/content?id=lkntNIwunAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.04
9780380710829,The Grass Crown,Colleen McCullough,Fiction,http://books.google.com/books/content?id=Kt3gN2eJzbQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.29
9780380710843,Caesar's Women,Colleen McCullough,Fiction,http://books.google.com/books/content?id=yFK8FChsNbsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.24
9780380711963,Tim,Colleen McCullough,Fiction,http://books.google.com/books/content?id=kBFiyP7jOp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,3.81
9780380713806,Neither Here Nor There:,Bill Bryson,Travel,http://books.google.com/books/content?id=LpkAcBTPy_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.87
9780380713813,Made in America,Bill Bryson,Language Arts & Disciplines,http://books.google.com/books/content?id=G8d_4MxVUjoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.9
9780380715435,The Mother Tongue,Bill Bryson,Language Arts & Disciplines,http://books.google.com/books/content?id=0vUMyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,3.94
9780380718122,Lucie Babbidge's House,Sylvia Cassedy,Juvenile Fiction,http://books.google.com/books/content?id=5RyCPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.75
9780380720446,Wrinkles in Time,George Smoot;Keay Davidson,Science,http://books.google.com/books/content?id=DSv0HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,3.99
9780380720866,Shadow of a Dark Queen,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=j5YylwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4.04
9780380725786,The Death of an Irish Sea Wolf,Bartholomew Gill,Fiction,http://books.google.com/books/content?id=_-poqwbBCD4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.74
9780380727506,Notes from a Small Island,Bill Bryson,Travel,http://books.google.com/books/content?id=rTXB680gLl8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.92
9780380730360,Prayers for Rain,Dennis Lehane,Fiction,http://books.google.com/books/content?id=ryrPaNqdW70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.09
9780380731152,Devil May Care,Elizabeth Peters,Fiction,http://books.google.com/books/content?id=KzCRA1zOY1EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1977,3.87
9780380731213,Street of the Five Moons,Elizabeth Peters,Fiction,http://books.google.com/books/content?id=CCFwR_WUC3oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.94
9780380731220,Summer of the Dragon,Elizabeth Peters,Fiction,http://books.google.com/books/content?id=vykTQCOW5mEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.92
9780380731503,Wayside School Is Falling Down (rack),Louis Sachar,Juvenile Fiction,http://books.google.com/books/content?id=DsoN9blZ3uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.17
9780380731862,Shutter Island,Dennis Lehane,Fiction,http://books.google.com/books/content?id=WZrQjhses-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.09
9780380731954,The Deeds of the Disturber,Elizabeth Peters,Fiction,http://books.google.com/books/content?id=fSs-Lnk-FdEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.05
9780380732029,Killing Time,Cynthia Harrod-Eagles,Fiction,http://books.google.com/books/content?id=1G1LIqJGdN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.97
9780380732548,Anne Frank,Johanna Hurwitz,Juvenile Nonfiction,http://books.google.com/books/content?id=3ja19MjRbPMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.99
9780380755691,Silver Nights,Jane Feather,Fiction,http://books.google.com/books/content?id=4JbTRtjo7C4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.53
9780380759491,Xanth 15: The Color of Her Panties,Piers Anthony;Piers A. Jacob,Fiction,http://books.google.com/books/content?id=4LaUaPoHbpoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.67
9780380759507,Firefly,Piers Anthony,Fiction,http://books.google.com/books/content?id=eYQVOMmb0hMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.27
9780380763399,Only Mine,Elizabeth Lowell,Fiction,http://books.google.com/books/content?id=jh3rmQlmE08C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.93
9780380771080,Neon Lit:city of Glass,Bob Callahan,Fiction,http://books.google.com/books/content?id=qimLQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,3.92
9780380776047,To Love a Dark Lord,Anne Stuart,Fiction,,1994,3.83
9780380777587,Runaway Bride,Deborah Gordon,Fiction,http://books.google.com/books/content?id=M2JQxGf2Ex8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,4.25
9780380784912,The Night Remembers,Kathleen Eagle,Fiction,http://books.google.com/books/content?id=xuv2zRcXFiAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.79
9780380789023,Smoke and Mirrors,Neil Gaiman,Fiction,http://books.google.com/books/content?id=VsEtBq0glyQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.05
9780380789832,Shards of a Broken Crown,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=jITPlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.01
9780380792047,Sins of a Shaker Summer,Deborah Woodworth,Fiction,http://books.google.com/books/content?id=ku7bR_YYKFcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.5
9780380793471,Regarding the Fountain,Kate Klise,Juvenile Fiction,http://books.google.com/books/content?id=ZvPzrkzpzJcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.2
9780380794874,What Looks Like Crazy On an Ordinary Day,Pearl Cleage,Fiction,http://books.google.com/books/content?id=FoIQtW6tqhAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.72
9780380803279,Exile's Return,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=LfkimAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
9780380809066,The Great Book of Amber,Roger Zelazny,Fiction,http://books.google.com/books/content?id=_Z93A1ltySIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.3
9780380810956,The Wolves in the Walls,Neil Gaiman,Juvenile Fiction,http://books.google.com/books/content?id=Ksx1aCPS7CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.07
9780380813810,Lamb,Christopher Moore,Fiction,http://books.google.com/books/content?id=cM4dlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.26
9780380813865,The Body in the Lighthouse,Katherine Hall Page,Fiction,http://books.google.com/books/content?id=jd0ulwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.68
9780380815692,The Nightingale's Song,Kathleen Eschenburg,Fiction,http://books.google.com/books/content?id=7f3GGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.8
9780380815937,In the Beginning...was the Command Line,Neal Stephenson,Computers,http://books.google.com/books/content?id=iL9wBRPaTDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.79
9780380817931,Olympos,Dan Simmons,Fiction,http://books.google.com/books/content?id=rbEOlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.94
9780380818204,The Marriage Lesson,Victoria Alexander,Fiction,http://books.google.com/books/content?id=CLc-ICBzMskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.9
9780380818952,First Comes Love,Christie Ridgway,Fiction,http://books.google.com/books/content?id=FdNfmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.81
9780380898039,Red Message,Peter Abrahams,,,1986,3.43
9780385017336,Love Poems and Sonnets of William Shakespeare,William Shakespeare,Drama,http://books.google.com/books/content?id=mSeeR6eVaa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.34
9780385023511,The Complete Poetry of John Milton,"John Milton (Dichter, Grossbritannien)",,http://books.google.com/books/content?id=SmRHwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1971,4.05
9780385040204,Your Child's Self-esteem,Dorothy Corkille Briggs,Family & Relationships,http://books.google.com/books/content?id=klpvGJllL80C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1975,4.26
9780385074070,Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,Fiction,http://books.google.com/books/content?id=gxXHOU5Ni6UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1966,4.38
9780385085335,Maccabbees,,Bible,,1976,3.92
9780385086165,A Man of the People,Chinua Achebe,Fiction,http://books.google.com/books/content?id=wUNWVXxtFBgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1966,3.87
9780385090025,Saint Thomas of Aquinas,Gilbert Keith Chesterton,Religion,http://books.google.com/books/content?id=1l1SE29tqDcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1956,4.15
9780385092104,The Birth of Tragedy and The Genealogy of Morals,Friedrich Wilhelm Nietzsche,Philosophy,http://books.google.com/books/content?id=4Q8lWXlzpdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1956,4
9780385121224,Plagues and peoples,William Hardy McNeill,History,http://books.google.com/books/content?id=VzRin_YlpCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.9
9780385129916,Night Shift,Stephen King,Fiction,http://books.google.com/books/content?id=sl3DFVlHR8EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1978,3.99
9780385189514,The Complete Fairy Tales and Stories,"Andersen, H. C. (Hans Christian)",Fiction,http://books.google.com/books/content?id=S_ZvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1983,4.28
9780385236256,The King's buccaneer,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=xuhuRWlZhYgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.01
9780385239547,Trials of Tears,John Ehle,History,http://books.google.com/books/content?id=kNuRA8riMeoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.15
9780385240871,Lost in the Funhouse,John Barth,Fiction,http://books.google.com/books/content?id=T3y-OBKPxJsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,3.71
9780385264587,The Beginning and the End,Naguib Mahfouz;Naj������b Ma�����,Fiction,http://books.google.com/books/content?id=nfZMDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.07
9780385264730,Children of the Alley,Naj������b Ma�����,Fiction,http://books.google.com/books/content?id=1XmQtuTxKKAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.1
9780385265706,The Book of Ruth,Jane Hamilton,Fiction,http://books.google.com/books/content?id=RKZrKGqRKvMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,3.84
9780385302319,Dragonfly in Amber,Diana Gabaldon,Fiction,http://books.google.com/books/content?id=zQ4JyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.32
9780385311779,Rain of Gold,Victor Villase����,Biography & Autobiography,http://books.google.com/books/content?id=fxDMKjYc2gMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.48
9780385313483,The Last Lion,William Manchester,Biography & Autobiography,http://books.google.com/books/content?id=uxOzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1984,4.43
